Domain Code,Area Code,Indicator Code,Sex Code,Sex,Year,Element Code,Element,Source Code,Unit,Value,Flag,Note
OEA,237,21100,3,Female,2012,6121,Value,3023,%,691.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,3,Female,2013,6121,Value,3023,%,684.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,3,Female,2014,6121,Value,3023,%,642.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,3,Female,2015,6121,Value,3023,%,737.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,3,Female,2016,6121,Value,3023,%,698.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,3,Female,2017,6121,Value,3023,%,775.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,3,Female,2018,6121,Value,3023,%,768.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,3,Female,2019,6121,Value,3023,%,665.0,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21100,3,Female,2020,6121,Value,3023,%,616.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,3,Female,2021,6121,Value,3023,%,639.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,1,Total,2007,6199,Value,3023,1000 No,20982.81,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,1,Total,2009,6199,Value,3023,1000 No,20836.34,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,1,Total,2010,6199,Value,3023,1000 No,22179.55,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,1,Total,2011,6199,Value,3023,1000 No,22493.33,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,1,Total,2012,6199,Value,3023,1000 No,22396.78,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,1,Total,2013,6199,Value,3023,1000 No,22479.69,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,1,Total,2014,6199,Value,3023,1000 No,22583.38,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,1,Total,2015,6199,Value,3023,1000 No,21118.88,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,1,Total,2016,6199,Value,3023,1000 No,20253.35,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,1,Total,2017,6199,Value,3023,1000 No,19333.75,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,1,Total,2018,6199,Value,3023,1000 No,18293.64,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,1,Total,2019,6199,Value,3023,1000 No,16928.96,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21107,1,Total,2020,6199,Value,3023,1000 No,15593.94,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,1,Total,2021,6199,Value,3023,1000 No,12442.33,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,2,Male,2007,6121,Value,3023,%,9972.0,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,2,Male,2009,6121,Value,3023,%,9969.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,2,Male,2010,6121,Value,3023,%,10657.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,2,Male,2011,6121,Value,3023,%,10748.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,2,Male,2012,6121,Value,3023,%,10767.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,2,Male,2013,6121,Value,3023,%,10790.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,2,Male,2014,6121,Value,3023,%,10856.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,2,Male,2015,6121,Value,3023,%,10210.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,2,Male,2016,6121,Value,3023,%,9705.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,2,Male,2017,6121,Value,3023,%,9371.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,2,Male,2018,6121,Value,3023,%,9016.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,2,Male,2019,6121,Value,3023,%,8260.0,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21107,2,Male,2020,6121,Value,3023,%,7723.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,2,Male,2021,6121,Value,3023,%,6551.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,3,Female,2007,6121,Value,3023,%,11010.0,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,3,Female,2009,6121,Value,3023,%,10867.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,3,Female,2010,6121,Value,3023,%,11522.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,3,Female,2011,6121,Value,3023,%,11746.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,3,Female,2012,6121,Value,3023,%,11630.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,3,Female,2013,6121,Value,3023,%,11690.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,3,Female,2014,6121,Value,3023,%,11728.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,3,Female,2015,6121,Value,3023,%,10909.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,3,Female,2016,6121,Value,3023,%,10548.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,3,Female,2017,6121,Value,3023,%,9963.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,3,Female,2018,6121,Value,3023,%,9277.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,3,Female,2019,6121,Value,3023,%,8668.0,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21107,3,Female,2020,6121,Value,3023,%,7871.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21107,3,Female,2021,6121,Value,3023,%,5891.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21110,1,Total,2007,6199,Value,3023,1000 No,12.96,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21110,1,Total,2010,6199,Value,3023,1000 No,15.92,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21110,1,Total,2011,6199,Value,3023,1000 No,20.6,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21110,1,Total,2012,6199,Value,3023,1000 No,20.71,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21110,1,Total,2013,6199,Value,3023,1000 No,6.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21110,1,Total,2014,6199,Value,3023,1000 No,6.31,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21110,1,Total,2015,6199,Value,3023,1000 No,1.61,X,Unreliable Repository: ILO-STATISTICS - Micro data processing
OEA,237,21110,2,Male,2007,6121,Value,3023,%,6.0,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21110,2,Male,2010,6121,Value,3023,%,8.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21110,2,Male,2011,6121,Value,3023,%,10.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21110,2,Male,2012,6121,Value,3023,%,8.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21110,2,Male,2013,6121,Value,3023,%,2.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21110,2,Male,2014,6121,Value,3023,%,3.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21110,3,Female,2007,6121,Value,3023,%,7.0,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21110,3,Female,2010,6121,Value,3023,%,8.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21110,3,Female,2011,6121,Value,3023,%,11.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21110,3,Female,2012,6121,Value,3023,%,13.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21110,3,Female,2013,6121,Value,3023,%,4.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21110,3,Female,2014,6121,Value,3023,%,3.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21110,3,Female,2015,6121,Value,3023,%,1.0,X,Unreliable Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,1,Total,2007,6199,Value,3023,1000 No,21154.74,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,1,Total,2009,6199,Value,3023,1000 No,20990.18,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,1,Total,2010,6199,Value,3023,1000 No,22057.06,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,1,Total,2011,6199,Value,3023,1000 No,22378.18,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,1,Total,2012,6199,Value,3023,1000 No,22156.9,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,1,Total,2013,6199,Value,3023,1000 No,22217.68,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,1,Total,2014,6199,Value,3023,1000 No,22203.22,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,1,Total,2015,6199,Value,3023,1000 No,21078.9,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,1,Total,2016,6199,Value,3023,1000 No,20155.78,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,1,Total,2017,6199,Value,3023,1000 No,19200.37,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,1,Total,2018,6199,Value,3023,1000 No,18123.8,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,1,Total,2019,6199,Value,3023,1000 No,16732.78,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21111,1,Total,2020,6199,Value,3023,1000 No,15353.17,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,1,Total,2021,6199,Value,3023,1000 No,12241.55,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,2,Male,2007,6199,Value,3023,1000 No,9841.11,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,2,Male,2009,6199,Value,3023,1000 No,9789.33,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,2,Male,2010,6199,Value,3023,1000 No,10363.43,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,2,Male,2011,6199,Value,3023,1000 No,10444.52,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,2,Male,2012,6199,Value,3023,1000 No,10462.34,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,2,Male,2013,6199,Value,3023,1000 No,10451.69,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,2,Male,2014,6199,Value,3023,1000 No,10436.19,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,2,Male,2015,6199,Value,3023,1000 No,9981.01,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,2,Male,2016,6199,Value,3023,1000 No,9477.68,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,2,Male,2017,6199,Value,3023,1000 No,9077.82,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,2,Male,2018,6199,Value,3023,1000 No,8706.39,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,2,Male,2019,6199,Value,3023,1000 No,7983.79,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21111,2,Male,2020,6199,Value,3023,1000 No,7400.06,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,2,Male,2021,6199,Value,3023,1000 No,6239.14,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,3,Female,2007,6199,Value,3023,1000 No,11313.62,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,3,Female,2009,6199,Value,3023,1000 No,11200.85,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,3,Female,2010,6199,Value,3023,1000 No,11693.64,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,3,Female,2011,6199,Value,3023,1000 No,11933.65,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,3,Female,2012,6199,Value,3023,1000 No,11694.56,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,3,Female,2013,6199,Value,3023,1000 No,11765.99,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,3,Female,2014,6199,Value,3023,1000 No,11767.04,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,3,Female,2015,6199,Value,3023,1000 No,11097.88,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,3,Female,2016,6199,Value,3023,1000 No,10678.1,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,3,Female,2017,6199,Value,3023,1000 No,10122.55,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,3,Female,2018,6199,Value,3023,1000 No,9417.41,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,3,Female,2019,6199,Value,3023,1000 No,8748.99,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21111,3,Female,2020,6199,Value,3023,1000 No,7953.1,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21111,3,Female,2021,6199,Value,3023,1000 No,6002.41,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,1,Total,2007,6199,Value,3023,1000 No,165.19,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,1,Total,2009,6199,Value,3023,1000 No,537.7,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,1,Total,2010,6199,Value,3023,1000 No,320.13,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,1,Total,2011,6199,Value,3023,1000 No,565.76,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,1,Total,2012,6199,Value,3023,1000 No,608.09,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,1,Total,2013,6199,Value,3023,1000 No,712.92,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,1,Total,2014,6199,Value,3023,1000 No,718.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,1,Total,2015,6199,Value,3023,1000 No,531.6,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,1,Total,2016,6199,Value,3023,1000 No,616.03,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,1,Total,2017,6199,Value,3023,1000 No,673.98,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,1,Total,2018,6199,Value,3023,1000 No,705.95,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,1,Total,2019,6199,Value,3023,1000 No,613.1,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21093,1,Total,2020,6199,Value,3023,1000 No,616.41,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,1,Total,2021,6199,Value,3023,1000 No,490.04,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,2,Male,2007,6199,Value,3023,1000 No,114.36,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,2,Male,2009,6199,Value,3023,1000 No,338.09,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,2,Male,2010,6199,Value,3023,1000 No,213.76,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,2,Male,2011,6199,Value,3023,1000 No,371.75,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,2,Male,2012,6199,Value,3023,1000 No,376.85,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,2,Male,2013,6199,Value,3023,1000 No,452.08,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,2,Male,2014,6199,Value,3023,1000 No,469.73,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,2,Male,2015,6199,Value,3023,1000 No,364.09,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,2,Male,2016,6199,Value,3023,1000 No,417.26,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,2,Male,2017,6199,Value,3023,1000 No,439.91,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,2,Male,2018,6199,Value,3023,1000 No,449.05,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,2,Male,2019,6199,Value,3023,1000 No,392.71,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21093,2,Male,2020,6199,Value,3023,1000 No,400.08,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,2,Male,2021,6199,Value,3023,1000 No,311.47,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,3,Female,2007,6199,Value,3023,1000 No,50.83,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,3,Female,2009,6199,Value,3023,1000 No,199.6,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,3,Female,2010,6199,Value,3023,1000 No,106.37,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,3,Female,2011,6199,Value,3023,1000 No,194.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,3,Female,2012,6199,Value,3023,1000 No,231.24,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,3,Female,2013,6199,Value,3023,1000 No,260.85,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,3,Female,2014,6199,Value,3023,1000 No,248.27,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,3,Female,2015,6199,Value,3023,1000 No,167.51,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,3,Female,2016,6199,Value,3023,1000 No,198.77,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,3,Female,2017,6199,Value,3023,1000 No,234.07,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,3,Female,2018,6199,Value,3023,1000 No,256.89,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,3,Female,2019,6199,Value,3023,1000 No,220.39,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21093,3,Female,2020,6199,Value,3023,1000 No,216.32,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21093,3,Female,2021,6199,Value,3023,1000 No,178.57,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,1,Total,2007,6199,Value,3023,1000 No,1354.37,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,1,Total,2009,6199,Value,3023,1000 No,1299.35,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,1,Total,2010,6199,Value,3023,1000 No,1593.03,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,1,Total,2011,6199,Value,3023,1000 No,1637.38,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,1,Total,2012,6199,Value,3023,1000 No,1582.94,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,1,Total,2013,6199,Value,3023,1000 No,1504.79,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,1,Total,2014,6199,Value,3023,1000 No,1506.35,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,1,Total,2015,6199,Value,3023,1000 No,1647.61,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,1,Total,2016,6199,Value,3023,1000 No,1542.12,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,1,Total,2017,6199,Value,3023,1000 No,1690.48,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,1,Total,2018,6199,Value,3023,1000 No,1635.38,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,1,Total,2019,6199,Value,3023,1000 No,1501.45,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21097,1,Total,2020,6199,Value,3023,1000 No,1421.21,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,1,Total,2021,6199,Value,3023,1000 No,1501.52,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,2,Male,2007,6199,Value,3023,1000 No,1054.83,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,2,Male,2009,6199,Value,3023,1000 No,1013.8,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,2,Male,2010,6199,Value,3023,1000 No,1202.91,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,2,Male,2011,6199,Value,3023,1000 No,1234.73,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,2,Male,2012,6199,Value,3023,1000 No,1174.96,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,2,Male,2013,6199,Value,3023,1000 No,1153.5,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,2,Male,2014,6199,Value,3023,1000 No,1148.42,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,2,Male,2015,6199,Value,3023,1000 No,1266.91,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,2,Male,2016,6199,Value,3023,1000 No,1173.39,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,2,Male,2017,6199,Value,3023,1000 No,1309.53,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,2,Male,2018,6199,Value,3023,1000 No,1264.59,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,2,Male,2019,6199,Value,3023,1000 No,1136.91,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21097,2,Male,2020,6199,Value,3023,1000 No,1103.47,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,2,Male,2021,6199,Value,3023,1000 No,1152.66,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,3,Female,2007,6199,Value,3023,1000 No,299.54,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,3,Female,2009,6199,Value,3023,1000 No,285.55,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,3,Female,2010,6199,Value,3023,1000 No,390.12,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,3,Female,2011,6199,Value,3023,1000 No,402.66,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,3,Female,2012,6199,Value,3023,1000 No,407.98,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,3,Female,2013,6199,Value,3023,1000 No,351.29,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,3,Female,2014,6199,Value,3023,1000 No,357.93,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,3,Female,2015,6199,Value,3023,1000 No,380.69,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,3,Female,2016,6199,Value,3023,1000 No,368.74,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,3,Female,2017,6199,Value,3023,1000 No,380.95,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,3,Female,2018,6199,Value,3023,1000 No,370.79,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,3,Female,2019,6199,Value,3023,1000 No,364.54,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21097,3,Female,2020,6199,Value,3023,1000 No,317.74,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21097,3,Female,2021,6199,Value,3023,1000 No,348.85,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,1,Total,1996,6173,Value,3023,No,51.98,X,Exclude Economic activity (ISIC-Rev.3.1): B. Fishing Time unit: Per hour
OEA,237,21150,1,Total,1997,6173,Value,3023,No,42.82,X,Exclude Economic activity (ISIC-Rev.3.1): B. Fishing Time unit: Per hour
OEA,237,21150,1,Total,1998,6173,Value,3023,No,44.57,X,Exclude Economic activity (ISIC-Rev.3.1): B. Fishing Time unit: Per hour
OEA,237,21150,1,Total,1999,6173,Value,3023,No,44.59,X,Exclude Economic activity (ISIC-Rev.3.1): B. Fishing Time unit: Per hour
OEA,237,21150,1,Total,2007,6173,Value,3023,No,39.57,X,Job coverage: Main job currently held | Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,1,Total,2009,6173,Value,3023,No,36.92,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,1,Total,2011,6173,Value,3023,No,37.17,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,1,Total,2012,6173,Value,3023,No,36.35,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,1,Total,2013,6173,Value,3023,No,34.64,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,1,Total,2014,6173,Value,3023,No,34.16,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,1,Total,2015,6173,Value,3023,No,33.74,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,1,Total,2016,6173,Value,3023,No,33.82,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,1,Total,2017,6173,Value,3023,No,32.75,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,1,Total,2018,6173,Value,3023,No,33.75,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,1,Total,2019,6173,Value,3023,No,30.28,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21150,1,Total,2020,6173,Value,3023,No,31.85,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,1,Total,2021,6173,Value,3023,No,32.79,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,2,Male,1996,6173,Value,3023,No,52.09,X,Exclude Economic activity (ISIC-Rev.3.1): B. Fishing Time unit: Per hour
OEA,237,21150,2,Male,1997,6173,Value,3023,No,43.22,X,Exclude Economic activity (ISIC-Rev.3.1): B. Fishing Time unit: Per hour
OEA,237,21150,2,Male,1998,6173,Value,3023,No,44.75,X,Exclude Economic activity (ISIC-Rev.3.1): B. Fishing Time unit: Per hour
OEA,237,21150,2,Male,1999,6173,Value,3023,No,44.65,X,Exclude Economic activity (ISIC-Rev.3.1): B. Fishing Time unit: Per hour
OEA,237,21150,2,Male,2007,6173,Value,3023,No,40.76,X,Job coverage: Main job currently held | Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,2,Male,2009,6173,Value,3023,No,38.18,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,2,Male,2011,6173,Value,3023,No,38.66,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,2,Male,2012,6173,Value,3023,No,37.88,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,2,Male,2013,6173,Value,3023,No,36.44,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
