Domain Code,Area,Indicator Code,Sex Code,Sex,Year,Element Code,Element,Source Code,Unit,Value,Flag,Note
OER,Viet Nam,21122,2,Male,2011,6199,Value,3023,1000 No,66.88,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,2,Male,2012,6199,Value,3023,1000 No,63.97,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,2,Male,2013,6199,Value,3023,1000 No,66.86,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,2,Male,2014,6199,Value,3023,1000 No,66.52,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,2,Male,2015,6199,Value,3023,1000 No,68.13,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,2,Male,2016,6199,Value,3023,1000 No,65.64,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,2,Male,2017,6199,Value,3023,1000 No,65.66,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,2,Male,2018,6199,Value,3023,1000 No,67.15,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,2,Male,2019,6199,Value,3023,1000 No,66.93,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OER,Viet Nam,21122,2,Male,2020,6199,Value,3023,1000 No,64.63,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,2,Male,2021,6199,Value,3023,1000 No,53.84,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,3,Female,2007,6199,Value,3023,1000 No,59.43,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,3,Female,2009,6199,Value,3023,1000 No,63.3,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,3,Female,2010,6199,Value,3023,1000 No,61.43,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,3,Female,2011,6199,Value,3023,1000 No,57.48,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,3,Female,2012,6199,Value,3023,1000 No,55.18,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,3,Female,2013,6199,Value,3023,1000 No,58.73,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,3,Female,2014,6199,Value,3023,1000 No,58.85,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,3,Female,2015,6199,Value,3023,1000 No,59.15,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,3,Female,2016,6199,Value,3023,1000 No,57.5,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,3,Female,2017,6199,Value,3023,1000 No,57.39,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,3,Female,2018,6199,Value,3023,1000 No,58.25,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,3,Female,2019,6199,Value,3023,1000 No,59.73,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OER,Viet Nam,21122,3,Female,2020,6199,Value,3023,1000 No,57.15,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,3,Female,2021,6199,Value,3023,1000 No,48.26,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,1,Total,2007,6199,Value,3023,1000 No,94.85,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,1,Total,2009,6199,Value,3023,1000 No,92.91,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,1,Total,2010,6199,Value,3023,1000 No,94.43,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,1,Total,2011,6199,Value,3023,1000 No,94.88,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,1,Total,2012,6199,Value,3023,1000 No,95.11,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,1,Total,2013,6199,Value,3023,1000 No,94.88,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,1,Total,2014,6199,Value,3023,1000 No,94.9,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,1,Total,2015,6199,Value,3023,1000 No,93.72,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,1,Total,2016,6199,Value,3023,1000 No,93.68,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,1,Total,2017,6199,Value,3023,1000 No,95.33,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,1,Total,2018,6199,Value,3023,1000 No,97.2,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,1,Total,2019,6199,Value,3023,1000 No,95.17,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OER,Viet Nam,21123,1,Total,2020,6199,Value,3023,1000 No,93.58,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,1,Total,2021,6199,Value,3023,1000 No,91.55,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,2,Male,2007,6199,Value,3023,1000 No,97.35,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,2,Male,2009,6199,Value,3023,1000 No,95.74,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,2,Male,2010,6199,Value,3023,1000 No,97.44,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,2,Male,2011,6199,Value,3023,1000 No,97.31,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,2,Male,2012,6199,Value,3023,1000 No,97.2,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,2,Male,2013,6199,Value,3023,1000 No,97.02,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,2,Male,2014,6199,Value,3023,1000 No,96.96,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,2,Male,2015,6199,Value,3023,1000 No,96.19,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,2,Male,2016,6199,Value,3023,1000 No,95.97,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,2,Male,2017,6199,Value,3023,1000 No,97.05,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,2,Male,2018,6199,Value,3023,1000 No,97.72,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,2,Male,2019,6199,Value,3023,1000 No,96.84,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OER,Viet Nam,21123,2,Male,2020,6199,Value,3023,1000 No,96.02,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,2,Male,2021,6199,Value,3023,1000 No,94.37,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,3,Female,2007,6199,Value,3023,1000 No,92.47,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,3,Female,2009,6199,Value,3023,1000 No,90.14,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,3,Female,2010,6199,Value,3023,1000 No,91.48,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,3,Female,2011,6199,Value,3023,1000 No,92.49,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,3,Female,2012,6199,Value,3023,1000 No,93.04,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,3,Female,2013,6199,Value,3023,1000 No,92.78,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,3,Female,2014,6199,Value,3023,1000 No,92.86,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,3,Female,2015,6199,Value,3023,1000 No,91.27,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,3,Female,2016,6199,Value,3023,1000 No,91.39,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,3,Female,2017,6199,Value,3023,1000 No,93.57,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,3,Female,2018,6199,Value,3023,1000 No,96.64,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,3,Female,2019,6199,Value,3023,1000 No,93.42,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OER,Viet Nam,21123,3,Female,2020,6199,Value,3023,1000 No,91.03,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21123,3,Female,2021,6199,Value,3023,1000 No,88.58,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,1,Total,2007,6199,Value,3023,1000 No,76.6,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,1,Total,2009,6199,Value,3023,1000 No,77.4,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,1,Total,2010,6199,Value,3023,1000 No,79.28,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,1,Total,2011,6199,Value,3023,1000 No,81.7,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,1,Total,2012,6199,Value,3023,1000 No,81.89,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,1,Total,2013,6199,Value,3023,1000 No,83.47,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,1,Total,2014,6199,Value,3023,1000 No,84.46,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,1,Total,2015,6199,Value,3023,1000 No,82.47,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,1,Total,2016,6199,Value,3023,1000 No,82.58,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,1,Total,2017,6199,Value,3023,1000 No,82.77,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,1,Total,2018,6199,Value,3023,1000 No,78.91,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,1,Total,2019,6199,Value,3023,1000 No,78.88,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OER,Viet Nam,21124,1,Total,2020,6199,Value,3023,1000 No,72.72,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,1,Total,2021,6199,Value,3023,1000 No,80.57,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,2,Male,2007,6199,Value,3023,1000 No,81.9,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,2,Male,2009,6199,Value,3023,1000 No,81.83,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,2,Male,2010,6199,Value,3023,1000 No,83.98,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,2,Male,2011,6199,Value,3023,1000 No,86.31,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,2,Male,2012,6199,Value,3023,1000 No,86.55,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,2,Male,2013,6199,Value,3023,1000 No,87.94,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,2,Male,2014,6199,Value,3023,1000 No,88.73,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,2,Male,2015,6199,Value,3023,1000 No,87.25,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,2,Male,2016,6199,Value,3023,1000 No,86.99,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,2,Male,2017,6199,Value,3023,1000 No,88.96,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,2,Male,2018,6199,Value,3023,1000 No,87.74,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,2,Male,2019,6199,Value,3023,1000 No,86.87,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OER,Viet Nam,21124,2,Male,2020,6199,Value,3023,1000 No,82.34,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,2,Male,2021,6199,Value,3023,1000 No,85.51,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,3,Female,2007,6199,Value,3023,1000 No,72.23,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,3,Female,2009,6199,Value,3023,1000 No,73.48,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,3,Female,2010,6199,Value,3023,1000 No,75.25,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,3,Female,2011,6199,Value,3023,1000 No,77.66,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,3,Female,2012,6199,Value,3023,1000 No,77.77,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,3,Female,2013,6199,Value,3023,1000 No,79.52,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,3,Female,2014,6199,Value,3023,1000 No,80.68,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,3,Female,2015,6199,Value,3023,1000 No,78.32,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,3,Female,2016,6199,Value,3023,1000 No,78.72,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,3,Female,2017,6199,Value,3023,1000 No,77.23,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,3,Female,2018,6199,Value,3023,1000 No,71.18,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,3,Female,2019,6199,Value,3023,1000 No,71.75,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OER,Viet Nam,21124,3,Female,2020,6199,Value,3023,1000 No,63.76,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21124,3,Female,2021,6199,Value,3023,1000 No,76.16,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,1,Total,2007,6199,Value,3023,1000 No,28.86,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,1,Total,2009,6199,Value,3023,1000 No,30.27,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,1,Total,2010,6199,Value,3023,1000 No,32.42,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,1,Total,2011,6199,Value,3023,1000 No,33.16,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,1,Total,2012,6199,Value,3023,1000 No,33.0,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,1,Total,2013,6199,Value,3023,1000 No,34.69,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,1,Total,2014,6199,Value,3023,1000 No,35.01,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,1,Total,2015,6199,Value,3023,1000 No,37.35,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,1,Total,2016,6199,Value,3023,1000 No,36.14,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,1,Total,2017,6199,Value,3023,1000 No,34.91,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,1,Total,2018,6199,Value,3023,1000 No,30.75,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,1,Total,2019,6199,Value,3023,1000 No,32.91,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OER,Viet Nam,21117,1,Total,2020,6199,Value,3023,1000 No,27.45,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,1,Total,2021,6199,Value,3023,1000 No,41.89,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,2,Male,2007,6199,Value,3023,1000 No,35.89,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,2,Male,2009,6199,Value,3023,1000 No,38.5,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,2,Male,2010,6199,Value,3023,1000 No,39.94,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,2,Male,2011,6199,Value,3023,1000 No,40.69,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,2,Male,2012,6199,Value,3023,1000 No,40.43,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,2,Male,2013,6199,Value,3023,1000 No,41.98,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,2,Male,2014,6199,Value,3023,1000 No,41.53,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,2,Male,2015,6199,Value,3023,1000 No,46.19,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,2,Male,2016,6199,Value,3023,1000 No,44.61,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,2,Male,2017,6199,Value,3023,1000 No,42.56,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,2,Male,2018,6199,Value,3023,1000 No,38.91,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,2,Male,2019,6199,Value,3023,1000 No,39.15,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OER,Viet Nam,21117,2,Male,2020,6199,Value,3023,1000 No,34.2,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,2,Male,2021,6199,Value,3023,1000 No,49.47,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,3,Female,2007,6199,Value,3023,1000 No,24.15,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,3,Female,2009,6199,Value,3023,1000 No,25.01,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,3,Female,2010,6199,Value,3023,1000 No,27.46,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,3,Female,2011,6199,Value,3023,1000 No,28.1,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,3,Female,2012,6199,Value,3023,1000 No,28.27,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,3,Female,2013,6199,Value,3023,1000 No,29.95,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,3,Female,2014,6199,Value,3023,1000 No,30.68,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,3,Female,2015,6199,Value,3023,1000 No,31.46,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,3,Female,2016,6199,Value,3023,1000 No,30.52,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,3,Female,2017,6199,Value,3023,1000 No,29.6,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,3,Female,2018,6199,Value,3023,1000 No,25.39,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,3,Female,2019,6199,Value,3023,1000 No,28.77,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OER,Viet Nam,21117,3,Female,2020,6199,Value,3023,1000 No,22.93,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21117,3,Female,2021,6199,Value,3023,1000 No,36.68,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,1,Total,2007,6121,Value,3023,%,76.6,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,1,Total,2009,6121,Value,3023,%,77.58,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,1,Total,2010,6121,Value,3023,%,79.26,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,1,Total,2011,6121,Value,3023,%,79.49,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,1,Total,2012,6121,Value,3023,%,79.15,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,1,Total,2013,6121,Value,3023,%,80.0,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,1,Total,2014,6121,Value,3023,%,80.24,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,1,Total,2015,6121,Value,3023,%,79.45,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,1,Total,2016,6121,Value,3023,%,78.89,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,1,Total,2017,6121,Value,3023,%,79.52,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,1,Total,2018,6121,Value,3023,%,79.74,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,1,Total,2019,6121,Value,3023,%,79.16,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OER,Viet Nam,21069,1,Total,2020,6121,Value,3023,%,76.02,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,1,Total,2021,6121,Value,3023,%,75.81,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,2,Male,2007,6121,Value,3023,%,79.86,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,2,Male,2009,6121,Value,3023,%,81.54,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,2,Male,2010,6121,Value,3023,%,83.47,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,2,Male,2011,6121,Value,3023,%,83.64,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,2,Male,2012,6121,Value,3023,%,83.08,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,2,Male,2013,6121,Value,3023,%,83.78,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,2,Male,2014,6121,Value,3023,%,83.96,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,2,Male,2015,6121,Value,3023,%,83.65,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,2,Male,2016,6121,Value,3023,%,82.98,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,2,Male,2017,6121,Value,3023,%,83.44,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,2,Male,2018,6121,Value,3023,%,84.33,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,2,Male,2019,6121,Value,3023,%,83.51,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OER,Viet Nam,21069,2,Male,2020,6121,Value,3023,%,81.57,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,2,Male,2021,6121,Value,3023,%,80.09,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,3,Female,2007,6121,Value,3023,%,73.57,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,3,Female,2009,6121,Value,3023,%,73.84,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,3,Female,2010,6121,Value,3023,%,75.27,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,3,Female,2011,6121,Value,3023,%,75.51,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,3,Female,2012,6121,Value,3023,%,75.37,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,3,Female,2013,6121,Value,3023,%,76.37,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,3,Female,2014,6121,Value,3023,%,76.69,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,3,Female,2015,6121,Value,3023,%,75.43,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,3,Female,2016,6121,Value,3023,%,74.99,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,3,Female,2017,6121,Value,3023,%,75.68,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,3,Female,2018,6121,Value,3023,%,75.25,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,3,Female,2019,6121,Value,3023,%,74.88,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OER,Viet Nam,21069,3,Female,2020,6121,Value,3023,%,70.59,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21069,3,Female,2021,6121,Value,3023,%,71.63,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21103,1,Total,2007,6121,Value,3023,%,57.69,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21103,1,Total,2009,6121,Value,3023,%,62.96,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21103,1,Total,2010,6121,Value,3023,%,62.78,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21103,1,Total,2011,6121,Value,3023,%,60.85,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21103,1,Total,2012,6121,Value,3023,%,58.14,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21103,1,Total,2013,6121,Value,3023,%,60.84,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21103,1,Total,2014,6121,Value,3023,%,60.59,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21103,1,Total,2015,6121,Value,3023,%,60.8,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21103,1,Total,2016,6121,Value,3023,%,58.37,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21103,1,Total,2017,6121,Value,3023,%,58.22,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21103,1,Total,2018,6121,Value,3023,%,60.55,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21103,1,Total,2019,6121,Value,3023,%,60.92,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OER,Viet Nam,21103,1,Total,2020,6121,Value,3023,%,57.86,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21103,1,Total,2021,6121,Value,3023,%,48.62,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21103,2,Male,2007,6121,Value,3023,%,58.52,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21103,2,Male,2009,6121,Value,3023,%,64.53,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21103,2,Male,2010,6121,Value,3023,%,65.58,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21103,2,Male,2011,6121,Value,3023,%,65.2,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21103,2,Male,2012,6121,Value,3023,%,62.16,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21103,2,Male,2013,6121,Value,3023,%,64.59,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21103,2,Male,2014,6121,Value,3023,%,64.22,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21103,2,Male,2015,6121,Value,3023,%,64.94,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21103,2,Male,2016,6121,Value,3023,%,62.06,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21103,2,Male,2017,6121,Value,3023,%,61.9,X,Repository: ILO-STATISTICS - Micro data processing
