Domain Code,Area Code,Element Code,Element,Item Code,Year,Unit,Value,Flag,Note
QCL,237,5419,Yield,403,1961,100 g/ha,29630.0,E,nan
QCL,237,5510,Production,403,1961,t,80000.0,E,nan
QCL,237,5312,Area harvested,403,1962,ha,28000.0,E,nan
QCL,237,5419,Yield,403,1962,100 g/ha,30357.0,E,nan
QCL,237,5510,Production,403,1962,t,85000.0,E,nan
QCL,237,5312,Area harvested,403,1963,ha,30000.0,E,nan
QCL,237,5419,Yield,403,1963,100 g/ha,30000.0,E,nan
QCL,237,5510,Production,403,1963,t,90000.0,E,nan
QCL,237,5312,Area harvested,403,1964,ha,30000.0,E,nan
QCL,237,5419,Yield,403,1964,100 g/ha,31000.0,E,nan
QCL,237,5510,Production,403,1964,t,93000.0,E,nan
QCL,237,5312,Area harvested,403,1965,ha,32000.0,E,nan
QCL,237,5419,Yield,403,1965,100 g/ha,29688.0,E,nan
QCL,237,5510,Production,403,1965,t,95000.0,E,nan
QCL,237,5312,Area harvested,403,1966,ha,33000.0,E,nan
QCL,237,5419,Yield,403,1966,100 g/ha,29394.0,E,nan
QCL,237,5510,Production,403,1966,t,97000.0,E,nan
QCL,237,5312,Area harvested,403,1967,ha,33500.0,E,nan
QCL,237,5419,Yield,403,1967,100 g/ha,29552.0,E,nan
QCL,237,5510,Production,403,1967,t,99000.0,E,nan
QCL,237,5312,Area harvested,403,1968,ha,34000.0,E,nan
QCL,237,5419,Yield,403,1968,100 g/ha,29706.0,E,nan
QCL,237,5510,Production,403,1968,t,101000.0,E,nan
QCL,237,5312,Area harvested,403,1969,ha,35500.0,E,nan
QCL,237,5419,Yield,403,1969,100 g/ha,29296.0,E,nan
QCL,237,5510,Production,403,1969,t,104000.0,E,nan
QCL,237,5312,Area harvested,403,1970,ha,36000.0,E,nan
QCL,237,5419,Yield,403,1970,100 g/ha,29722.0,E,nan
QCL,237,5510,Production,403,1970,t,107000.0,E,nan
QCL,237,5312,Area harvested,403,1971,ha,36500.0,E,nan
QCL,237,5419,Yield,403,1971,100 g/ha,29863.0,E,nan
QCL,237,5510,Production,403,1971,t,109000.0,E,nan
QCL,237,5312,Area harvested,403,1972,ha,37000.0,E,nan
QCL,237,5419,Yield,403,1972,100 g/ha,30270.0,E,nan
QCL,237,5510,Production,403,1972,t,112000.0,E,nan
QCL,237,5312,Area harvested,403,1973,ha,39000.0,E,nan
QCL,237,5419,Yield,403,1973,100 g/ha,28974.0,E,nan
QCL,237,5510,Production,403,1973,t,113000.0,E,nan
QCL,237,5312,Area harvested,403,1974,ha,37000.0,E,nan
QCL,237,5419,Yield,403,1974,100 g/ha,29730.0,E,nan
QCL,237,5510,Production,403,1974,t,110000.0,E,nan
QCL,237,5312,Area harvested,403,1975,ha,37000.0,E,nan
QCL,237,5419,Yield,403,1975,100 g/ha,29730.0,E,nan
QCL,237,5510,Production,403,1975,t,110000.0,E,nan
QCL,237,5312,Area harvested,403,1976,ha,38000.0,E,nan
QCL,237,5419,Yield,403,1976,100 g/ha,28947.0,E,nan
QCL,237,5510,Production,403,1976,t,110000.0,E,nan
QCL,237,5312,Area harvested,403,1977,ha,39000.0,E,nan
QCL,237,5419,Yield,403,1977,100 g/ha,28974.0,E,nan
QCL,237,5510,Production,403,1977,t,113000.0,E,nan
QCL,237,5312,Area harvested,403,1978,ha,39000.0,E,nan
QCL,237,5419,Yield,403,1978,100 g/ha,30769.0,E,nan
QCL,237,5510,Production,403,1978,t,120000.0,E,nan
QCL,237,5312,Area harvested,403,1979,ha,40000.0,E,nan
QCL,237,5419,Yield,403,1979,100 g/ha,31250.0,E,nan
QCL,237,5510,Production,403,1979,t,125000.0,E,nan
QCL,237,5312,Area harvested,403,1980,ha,42000.0,E,nan
QCL,237,5419,Yield,403,1980,100 g/ha,30952.0,E,nan
QCL,237,5510,Production,403,1980,t,130000.0,E,nan
QCL,237,5312,Area harvested,403,1981,ha,43000.0,E,nan
QCL,237,5419,Yield,403,1981,100 g/ha,31163.0,E,nan
QCL,237,5510,Production,403,1981,t,134000.0,E,nan
QCL,237,5312,Area harvested,403,1982,ha,45000.0,E,nan
QCL,237,5419,Yield,403,1982,100 g/ha,30667.0,E,nan
QCL,237,5510,Production,403,1982,t,138000.0,E,nan
QCL,237,5312,Area harvested,403,1983,ha,45000.0,E,nan
QCL,237,5419,Yield,403,1983,100 g/ha,32222.0,E,nan
QCL,237,5510,Production,403,1983,t,145000.0,E,nan
QCL,237,5312,Area harvested,403,1984,ha,45000.0,E,nan
QCL,237,5419,Yield,403,1984,100 g/ha,32889.0,E,nan
QCL,237,5510,Production,403,1984,t,148000.0,E,nan
QCL,237,5312,Area harvested,403,1985,ha,47000.0,E,nan
QCL,237,5419,Yield,403,1985,100 g/ha,32340.0,E,nan
QCL,237,5510,Production,403,1985,t,152000.0,E,nan
QCL,237,5312,Area harvested,403,1986,ha,48000.0,E,nan
QCL,237,5419,Yield,403,1986,100 g/ha,32292.0,E,nan
QCL,237,5510,Production,403,1986,t,155000.0,E,nan
QCL,237,5312,Area harvested,403,1987,ha,52000.0,E,nan
QCL,237,5419,Yield,403,1987,100 g/ha,28846.0,E,nan
QCL,237,5510,Production,403,1987,t,150000.0,E,nan
QCL,237,5312,Area harvested,403,1988,ha,53000.0,E,nan
QCL,237,5419,Yield,403,1988,100 g/ha,30189.0,E,nan
QCL,237,5510,Production,403,1988,t,160000.0,E,nan
QCL,237,5312,Area harvested,403,1989,ha,54000.0,E,nan
QCL,237,5419,Yield,403,1989,100 g/ha,30000.0,E,nan
QCL,237,5510,Production,403,1989,t,162000.0,E,nan
QCL,237,5312,Area harvested,403,1990,ha,55000.0,E,nan
QCL,237,5419,Yield,403,1990,100 g/ha,30000.0,E,nan
QCL,237,5510,Production,403,1990,t,165000.0,E,nan
QCL,237,5312,Area harvested,403,1991,ha,56000.0,E,nan
QCL,237,5419,Yield,403,1991,100 g/ha,30000.0,E,nan
QCL,237,5510,Production,403,1991,t,168000.0,E,nan
QCL,237,5312,Area harvested,403,1992,ha,57000.0,E,nan
QCL,237,5419,Yield,403,1992,100 g/ha,29825.0,E,nan
QCL,237,5510,Production,403,1992,t,170000.0,E,nan
QCL,237,5312,Area harvested,403,1993,ha,58000.0,E,nan
QCL,237,5419,Yield,403,1993,100 g/ha,30172.0,E,nan
QCL,237,5510,Production,403,1993,t,175000.0,E,nan
QCL,237,5312,Area harvested,403,1994,ha,59500.0,E,nan
QCL,237,5419,Yield,403,1994,100 g/ha,29916.0,E,nan
QCL,237,5510,Production,403,1994,t,178000.0,E,nan
QCL,237,5312,Area harvested,403,1995,ha,60500.0,E,nan
QCL,237,5419,Yield,403,1995,100 g/ha,29752.0,E,nan
QCL,237,5510,Production,403,1995,t,180000.0,E,nan
QCL,237,5312,Area harvested,403,1996,ha,61000.0,E,nan
QCL,237,5419,Yield,403,1996,100 g/ha,29836.0,E,nan
QCL,237,5510,Production,403,1996,t,182000.0,E,nan
QCL,237,5312,Area harvested,403,1997,ha,61642.0,I,nan
QCL,237,5419,Yield,403,1997,100 g/ha,30012.0,E,nan
QCL,237,5510,Production,403,1997,t,185000.0,E,nan
QCL,237,5312,Area harvested,403,1998,ha,63000.0,E,nan
QCL,237,5419,Yield,403,1998,100 g/ha,30159.0,E,nan
QCL,237,5510,Production,403,1998,t,190000.0,E,nan
QCL,237,5312,Area harvested,403,1999,ha,67000.0,E,nan
QCL,237,5419,Yield,403,1999,100 g/ha,29851.0,E,nan
QCL,237,5510,Production,403,1999,t,200000.0,E,nan
QCL,237,5312,Area harvested,403,2000,ha,70000.0,E,nan
QCL,237,5419,Yield,403,2000,100 g/ha,30000.0,E,nan
QCL,237,5510,Production,403,2000,t,210000.0,E,nan
QCL,237,5312,Area harvested,403,2001,ha,75000.0,E,nan
QCL,237,5419,Yield,403,2001,100 g/ha,29708.0,E,nan
QCL,237,5510,Production,403,2001,t,222811.0,A,nan
QCL,237,5312,Area harvested,403,2002,ha,74419.0,I,nan
QCL,237,5419,Yield,403,2002,100 g/ha,29966.0,E,nan
QCL,237,5510,Production,403,2002,t,223000.0,E,nan
QCL,237,5312,Area harvested,403,2003,ha,76000.0,E,nan
QCL,237,5419,Yield,403,2003,100 g/ha,29605.0,E,nan
QCL,237,5510,Production,403,2003,t,225000.0,E,nan
QCL,237,5312,Area harvested,403,2004,ha,76276.0,I,nan
QCL,237,5419,Yield,403,2004,100 g/ha,30282.0,E,nan
QCL,237,5510,Production,403,2004,t,230980.74,I,nan
QCL,237,5312,Area harvested,403,2005,ha,76986.0,I,nan
QCL,237,5419,Yield,403,2005,100 g/ha,30751.0,E,nan
QCL,237,5510,Production,403,2005,t,236738.97,I,nan
QCL,237,5312,Area harvested,403,2006,ha,77666.0,I,nan
QCL,237,5419,Yield,403,2006,100 g/ha,31273.0,E,nan
QCL,237,5510,Production,403,2006,t,242887.6,I,nan
QCL,237,5312,Area harvested,403,2007,ha,82916.0,I,nan
QCL,237,5419,Yield,403,2007,100 g/ha,32489.0,E,nan
QCL,237,5510,Production,403,2007,t,269388.09,I,nan
QCL,237,5312,Area harvested,403,2008,ha,84529.0,I,nan
QCL,237,5419,Yield,403,2008,100 g/ha,33155.0,E,nan
QCL,237,5510,Production,403,2008,t,280257.45,I,nan
QCL,237,5312,Area harvested,403,2009,ha,86224.0,I,nan
QCL,237,5419,Yield,403,2009,100 g/ha,33822.0,E,nan
QCL,237,5510,Production,403,2009,t,291626.83,I,nan
QCL,237,5312,Area harvested,403,2010,ha,87868.0,I,nan
QCL,237,5419,Yield,403,2010,100 g/ha,34457.0,E,nan
QCL,237,5510,Production,403,2010,t,302763.64,I,nan
QCL,237,5312,Area harvested,403,2011,ha,89422.0,I,nan
QCL,237,5419,Yield,403,2011,100 g/ha,35039.0,E,nan
QCL,237,5510,Production,403,2011,t,313322.91,I,nan
QCL,237,5312,Area harvested,403,2012,ha,90000.0,E,nan
QCL,237,5419,Yield,403,2012,100 g/ha,36111.0,E,nan
QCL,237,5510,Production,403,2012,t,325000.0,E,nan
QCL,237,5312,Area harvested,403,2013,ha,92000.0,E,nan
QCL,237,5419,Yield,403,2013,100 g/ha,35870.0,E,nan
QCL,237,5510,Production,403,2013,t,330000.0,E,nan
QCL,237,5312,Area harvested,403,2014,ha,92864.0,I,nan
QCL,237,5419,Yield,403,2014,100 g/ha,36267.0,E,nan
QCL,237,5510,Production,403,2014,t,336793.44,I,nan
QCL,237,5312,Area harvested,403,2015,ha,95064.0,I,nan
QCL,237,5419,Yield,403,2015,100 g/ha,37546.0,E,nan
QCL,237,5510,Production,403,2015,t,356931.08,I,nan
QCL,237,5312,Area harvested,403,2016,ha,97572.0,I,nan
QCL,237,5419,Yield,403,2016,100 g/ha,34973.0,E,nan
QCL,237,5510,Production,403,2016,t,341241.51,E,nan
QCL,237,5312,Area harvested,403,2017,ha,97880.0,I,nan
QCL,237,5419,Yield,403,2017,100 g/ha,35934.0,E,nan
QCL,237,5510,Production,403,2017,t,351718.31,I,nan
QCL,237,5312,Area harvested,403,2018,ha,96839.0,E,nan
QCL,237,5419,Yield,403,2018,100 g/ha,36139.0,E,nan
QCL,237,5510,Production,403,2018,t,349963.63,E,nan
QCL,237,5312,Area harvested,403,2019,ha,97430.0,E,nan
QCL,237,5419,Yield,403,2019,100 g/ha,35681.0,E,nan
QCL,237,5510,Production,403,2019,t,347641.15,E,nan
QCL,237,5312,Area harvested,403,2020,ha,97383.0,E,nan
QCL,237,5419,Yield,403,2020,100 g/ha,35917.0,E,nan
QCL,237,5510,Production,403,2020,t,349774.36,E,nan
QCL,237,5312,Area harvested,403,2021,ha,97217.0,E,nan
QCL,237,5419,Yield,403,2021,100 g/ha,35912.0,E,nan
QCL,237,5510,Production,403,2021,t,349126.38,E,nan
QCL,237,5312,Area harvested,490,1961,ha,6000.0,E,nan
QCL,237,5419,Yield,490,1961,100 g/ha,58333.0,E,nan
QCL,237,5510,Production,490,1961,t,35000.0,E,nan
QCL,237,5312,Area harvested,490,1962,ha,6800.0,E,nan
QCL,237,5419,Yield,490,1962,100 g/ha,58824.0,E,nan
QCL,237,5510,Production,490,1962,t,40000.0,E,nan
QCL,237,5312,Area harvested,490,1963,ha,7000.0,E,nan
QCL,237,5419,Yield,490,1963,100 g/ha,67143.0,E,nan
QCL,237,5510,Production,490,1963,t,47000.0,E,nan
QCL,237,5312,Area harvested,490,1964,ha,7200.0,E,nan
QCL,237,5419,Yield,490,1964,100 g/ha,70833.0,E,nan
QCL,237,5510,Production,490,1964,t,51000.0,E,nan
QCL,237,5312,Area harvested,490,1965,ha,7500.0,E,nan
QCL,237,5419,Yield,490,1965,100 g/ha,74667.0,E,nan
QCL,237,5510,Production,490,1965,t,56000.0,E,nan
QCL,237,5312,Area harvested,490,1966,ha,8000.0,E,nan
QCL,237,5419,Yield,490,1966,100 g/ha,75000.0,E,nan
QCL,237,5510,Production,490,1966,t,60000.0,E,nan
QCL,237,5312,Area harvested,490,1967,ha,9000.0,E,nan
QCL,237,5419,Yield,490,1967,100 g/ha,71111.0,E,nan
QCL,237,5510,Production,490,1967,t,64000.0,E,nan
QCL,237,5312,Area harvested,490,1968,ha,10000.0,E,nan
QCL,237,5419,Yield,490,1968,100 g/ha,66000.0,E,nan
QCL,237,5510,Production,490,1968,t,66000.0,E,nan
QCL,237,5312,Area harvested,490,1969,ha,10500.0,E,nan
QCL,237,5419,Yield,490,1969,100 g/ha,66667.0,E,nan
QCL,237,5510,Production,490,1969,t,70000.0,E,nan
QCL,237,5312,Area harvested,490,1970,ha,11000.0,E,nan
QCL,237,5419,Yield,490,1970,100 g/ha,68182.0,E,nan
QCL,237,5510,Production,490,1970,t,75000.0,E,nan
QCL,237,5312,Area harvested,490,1971,ha,12000.0,E,nan
QCL,237,5419,Yield,490,1971,100 g/ha,67500.0,E,nan
QCL,237,5510,Production,490,1971,t,81000.0,E,nan
QCL,237,5312,Area harvested,490,1972,ha,12500.0,E,nan
QCL,237,5419,Yield,490,1972,100 g/ha,67200.0,E,nan
QCL,237,5510,Production,490,1972,t,84000.0,E,nan
QCL,237,5312,Area harvested,490,1973,ha,13000.0,E,nan
QCL,237,5419,Yield,490,1973,100 g/ha,66923.0,E,nan
QCL,237,5510,Production,490,1973,t,87000.0,E,nan
QCL,237,5312,Area harvested,490,1974,ha,14000.0,E,nan
QCL,237,5419,Yield,490,1974,100 g/ha,64286.0,E,nan
QCL,237,5510,Production,490,1974,t,90000.0,E,nan
QCL,237,5312,Area harvested,490,1975,ha,14500.0,E,nan
QCL,237,5419,Yield,490,1975,100 g/ha,55172.0,E,nan
QCL,237,5510,Production,490,1975,t,80000.0,E,nan
QCL,237,5312,Area harvested,490,1976,ha,14800.0,E,nan
QCL,237,5419,Yield,490,1976,100 g/ha,57432.0,E,nan
QCL,237,5510,Production,490,1976,t,85000.0,E,nan
QCL,237,5312,Area harvested,490,1977,ha,14800.0,E,nan
QCL,237,5419,Yield,490,1977,100 g/ha,59459.0,E,nan
QCL,237,5510,Production,490,1977,t,88000.0,E,nan
QCL,237,5312,Area harvested,490,1978,ha,15000.0,E,nan
QCL,237,5419,Yield,490,1978,100 g/ha,60867.0,I,nan
QCL,237,5510,Production,490,1978,t,91300.0,A,nan
QCL,237,5312,Area harvested,490,1979,ha,15500.0,E,nan
QCL,237,5419,Yield,490,1979,100 g/ha,55484.0,I,nan
QCL,237,5510,Production,490,1979,t,86000.0,A,nan
QCL,237,5312,Area harvested,490,1980,ha,15600.0,E,nan
QCL,237,5419,Yield,490,1980,100 g/ha,53397.0,I,nan
QCL,237,5510,Production,490,1980,t,83300.0,A,nan
QCL,237,5312,Area harvested,490,1981,ha,16000.0,E,nan
QCL,237,5419,Yield,490,1981,100 g/ha,44563.0,I,nan
QCL,237,5510,Production,490,1981,t,71300.0,A,nan
QCL,237,5312,Area harvested,490,1982,ha,16500.0,E,nan
QCL,237,5419,Yield,490,1982,100 g/ha,64242.0,I,nan
QCL,237,5510,Production,490,1982,t,106000.0,A,nan
QCL,237,5312,Area harvested,490,1983,ha,16500.0,E,nan
QCL,237,5419,Yield,490,1983,100 g/ha,72121.0,I,nan
QCL,237,5510,Production,490,1983,t,119000.0,A,nan
QCL,237,5312,Area harvested,490,1984,ha,17000.0,E,nan
QCL,237,5419,Yield,490,1984,100 g/ha,64706.0,I,nan
QCL,237,5510,Production,490,1984,t,110000.0,A,nan
QCL,237,5312,Area harvested,490,1985,ha,17000.0,E,nan
QCL,237,5419,Yield,490,1985,100 g/ha,65450.0,I,nan
QCL,237,5510,Production,490,1985,t,111265.0,A,nan
QCL,237,5312,Area harvested,490,1986,ha,17000.0,E,nan
QCL,237,5419,Yield,490,1986,100 g/ha,65882.0,I,nan
QCL,237,5510,Production,490,1986,t,112000.0,A,nan
QCL,237,5312,Area harvested,490,1987,ha,17000.0,E,nan
QCL,237,5419,Yield,490,1987,100 g/ha,60588.0,I,nan
QCL,237,5510,Production,490,1987,t,103000.0,A,nan
QCL,237,5312,Area harvested,490,1988,ha,17000.0,E,nan
QCL,237,5419,Yield,490,1988,100 g/ha,60588.0,I,nan
QCL,237,5510,Production,490,1988,t,103000.0,A,nan
QCL,237,5312,Area harvested,490,1989,ha,17205.0,A,nan
QCL,237,5419,Yield,490,1989,100 g/ha,58703.0,E,nan
QCL,237,5510,Production,490,1989,t,100998.0,A,nan
QCL,237,5312,Area harvested,490,1990,ha,19062.0,A,nan
QCL,237,5419,Yield,490,1990,100 g/ha,62553.0,E,nan
QCL,237,5510,Production,490,1990,t,119238.0,A,nan
QCL,237,5312,Area harvested,490,1991,ha,21198.0,A,nan
QCL,237,5419,Yield,490,1991,100 g/ha,57125.0,A,nan
QCL,237,5510,Production,490,1991,t,121094.0,A,nan
QCL,237,5312,Area harvested,490,1992,ha,25529.0,A,nan
QCL,237,5419,Yield,490,1992,100 g/ha,62717.0,A,nan
QCL,237,5510,Production,490,1992,t,160111.0,A,nan
QCL,237,5312,Area harvested,490,1993,ha,44535.0,A,nan
QCL,237,5419,Yield,490,1993,100 g/ha,56068.0,A,nan
QCL,237,5510,Production,490,1993,t,249700.0,A,nan
QCL,237,5312,Area harvested,490,1994,ha,55433.0,A,nan
QCL,237,5419,Yield,490,1994,100 g/ha,51524.0,A,nan
QCL,237,5510,Production,490,1994,t,285614.0,A,nan
QCL,237,5312,Area harvested,490,1995,ha,59516.0,A,nan
QCL,237,5419,Yield,490,1995,100 g/ha,63748.0,A,nan
QCL,237,5510,Production,490,1995,t,379405.0,A,nan
QCL,237,5312,Area harvested,490,1996,ha,67100.0,A,nan
QCL,237,5419,Yield,490,1996,100 g/ha,66244.0,A,nan
QCL,237,5510,Production,490,1996,t,444500.0,A,nan
QCL,237,5312,Area harvested,490,1997,ha,67200.0,A,nan
QCL,237,5419,Yield,490,1997,100 g/ha,58527.0,A,nan
QCL,237,5510,Production,490,1997,t,393300.0,A,nan
QCL,237,5312,Area harvested,490,1998,ha,71000.0,A,nan
QCL,237,5419,Yield,490,1998,100 g/ha,56549.0,A,nan
QCL,237,5510,Production,490,1998,t,401500.0,A,nan
QCL,237,5312,Area harvested,490,1999,ha,66400.0,A,nan
QCL,237,5419,Yield,490,1999,100 g/ha,57756.0,A,nan
QCL,237,5510,Production,490,1999,t,383500.0,A,nan
QCL,237,5312,Area harvested,490,2000,ha,68600.0,A,nan
QCL,237,5419,Yield,490,2000,100 g/ha,62201.0,A,nan
QCL,237,5510,Production,490,2000,t,426700.0,A,nan
QCL,237,5312,Area harvested,490,2001,ha,69500.0,A,nan
QCL,237,5419,Yield,490,2001,100 g/ha,61540.0,A,nan
QCL,237,5510,Production,490,2001,t,427700.0,A,nan
QCL,237,5312,Area harvested,490,2002,ha,72800.0,A,nan
QCL,237,5419,Yield,490,2002,100 g/ha,59794.0,A,nan
QCL,237,5510,Production,490,2002,t,435300.0,A,nan
QCL,237,5312,Area harvested,490,2003,ha,50700.0,A,nan
QCL,237,5419,Yield,490,2003,100 g/ha,98087.0,A,nan
QCL,237,5510,Production,490,2003,t,497300.0,A,nan
QCL,237,5312,Area harvested,490,2004,ha,55500.0,A,nan
QCL,237,5419,Yield,490,2004,100 g/ha,97387.0,A,nan
QCL,237,5510,Production,490,2004,t,540500.0,A,nan
QCL,237,5312,Area harvested,490,2005,ha,59100.0,A,nan
QCL,237,5419,Yield,490,2005,100 g/ha,101743.0,A,nan
QCL,237,5510,Production,490,2005,t,601300.0,A,nan
QCL,237,5312,Area harvested,490,2006,ha,62000.0,E,nan
QCL,237,5419,Yield,490,2006,100 g/ha,100484.0,E,nan
QCL,237,5510,Production,490,2006,t,623000.0,E,nan
QCL,237,5312,Area harvested,490,2007,ha,65200.0,A,nan
QCL,237,5419,Yield,490,2007,100 g/ha,100414.0,A,nan
QCL,237,5510,Production,490,2007,t,654700.0,A,nan
QCL,237,5312,Area harvested,490,2008,ha,63900.0,A,nan
QCL,237,5419,Yield,490,2008,100 g/ha,106197.0,A,nan
QCL,237,5510,Production,490,2008,t,678600.0,A,nan
QCL,237,5312,Area harvested,490,2009,ha,64500.0,A,nan
QCL,237,5419,Yield,490,2009,100 g/ha,107519.0,A,nan
QCL,237,5510,Production,490,2009,t,693500.0,A,nan
QCL,237,5312,Area harvested,490,2010,ha,61500.0,A,nan
QCL,237,5419,Yield,490,2010,100 g/ha,118602.0,A,nan
QCL,237,5510,Production,490,2010,t,729400.0,A,nan
QCL,237,5312,Area harvested,490,2011,ha,43701.0,A,nan
QCL,237,5419,Yield,490,2011,100 g/ha,121583.0,A,nan
QCL,237,5510,Production,490,2011,t,531334.2,A,nan
QCL,237,5312,Area harvested,490,2012,ha,42764.0,A,nan
QCL,237,5419,Yield,490,2012,100 g/ha,121796.0,A,nan
QCL,237,5510,Production,490,2012,t,520845.9,A,nan
QCL,237,5312,Area harvested,490,2013,ha,43383.0,A,nan
QCL,237,5419,Yield,490,2013,100 g/ha,122618.0,A,nan
QCL,237,5510,Production,490,2013,t,531957.6,A,nan
QCL,237,5312,Area harvested,490,2014,ha,46214.0,A,nan
QCL,237,5419,Yield,490,2014,100 g/ha,127565.0,A,nan
QCL,237,5510,Production,490,2014,t,589530.0,A,nan
QCL,237,5312,Area harvested,490,2015,ha,45410.0,A,nan
QCL,237,5419,Yield,490,2015,100 g/ha,124667.0,A,nan
QCL,237,5510,Production,490,2015,t,566115.4,A,nan
QCL,237,5312,Area harvested,490,2016,ha,50881.0,A,nan
QCL,237,5419,Yield,490,2016,100 g/ha,125179.0,A,nan
QCL,237,5510,Production,490,2016,t,636919.37,A,nan
QCL,237,5312,Area harvested,490,2017,ha,56738.0,A,nan
QCL,237,5419,Yield,490,2017,100 g/ha,135415.0,A,nan
QCL,237,5510,Production,490,2017,t,768318.65,A,nan
QCL,237,5312,Area harvested,490,2018,ha,61096.0,A,nan
QCL,237,5419,Yield,490,2018,100 g/ha,139957.0,A,nan
QCL,237,5510,Production,490,2018,t,855086.79,A,nan
QCL,237,5312,Area harvested,490,2019,ha,71459.0,A,nan
QCL,237,5419,Yield,490,2019,100 g/ha,142348.0,A,nan
QCL,237,5510,Production,490,2019,t,1017199.81,A,nan
QCL,237,5312,Area harvested,490,2020,ha,75278.0,A,nan
QCL,237,5419,Yield,490,2020,100 g/ha,154197.0,A,nan
QCL,237,5510,Production,490,2020,t,1160761.73,A,nan
QCL,237,5312,Area harvested,490,2021,ha,75779.0,A,nan
QCL,237,5419,Yield,490,2021,100 g/ha,208926.0,A,nan
QCL,237,5510,Production,490,2021,t,1583226.12,A,nan
QCL,237,5312,Area harvested,558,1961,ha,1700.0,E,nan
QCL,237,5419,Yield,558,1961,100 g/ha,37853.0,I,nan
QCL,237,5510,Production,558,1961,t,6435.0,A,nan
QCL,237,5312,Area harvested,558,1962,ha,1700.0,E,nan
QCL,237,5419,Yield,558,1962,100 g/ha,38176.0,I,nan
QCL,237,5510,Production,558,1962,t,6490.0,A,nan
QCL,237,5312,Area harvested,558,1963,ha,2800.0,E,nan
QCL,237,5419,Yield,558,1963,100 g/ha,38607.0,I,nan
QCL,237,5510,Production,558,1963,t,10810.0,A,nan
QCL,237,5312,Area harvested,558,1964,ha,3700.0,E,nan
QCL,237,5419,Yield,558,1964,100 g/ha,38405.0,I,nan
QCL,237,5510,Production,558,1964,t,14210.0,A,nan
QCL,237,5312,Area harvested,558,1965,ha,3000.0,E,nan
QCL,237,5419,Yield,558,1965,100 g/ha,39100.0,I,nan
QCL,237,5510,Production,558,1965,t,11730.0,A,nan
QCL,237,5312,Area harvested,558,1966,ha,1900.0,E,nan
QCL,237,5419,Yield,558,1966,100 g/ha,38632.0,I,nan
QCL,237,5510,Production,558,1966,t,7340.0,A,nan
QCL,237,5312,Area harvested,558,1967,ha,1100.0,E,nan
QCL,237,5419,Yield,558,1967,100 g/ha,38591.0,I,nan
QCL,237,5510,Production,558,1967,t,4245.0,A,nan
QCL,237,5312,Area harvested,558,1968,ha,1500.0,E,nan
QCL,237,5419,Yield,558,1968,100 g/ha,19633.0,I,nan
QCL,237,5510,Production,558,1968,t,2945.0,A,nan
QCL,237,5312,Area harvested,558,1969,ha,2000.0,E,nan
QCL,237,5419,Yield,558,1969,100 g/ha,12800.0,I,nan
QCL,237,5510,Production,558,1969,t,2560.0,A,nan
QCL,237,5312,Area harvested,558,1970,ha,3000.0,E,nan
QCL,237,5419,Yield,558,1970,100 g/ha,5250.0,I,nan
QCL,237,5510,Production,558,1970,t,1575.0,A,nan
QCL,237,5312,Area harvested,558,1971,ha,3500.0,E,nan
QCL,237,5419,Yield,558,1971,100 g/ha,8571.0,E,nan
QCL,237,5510,Production,558,1971,t,3000.0,E,nan
QCL,237,5312,Area harvested,558,1972,ha,4000.0,E,nan
QCL,237,5419,Yield,558,1972,100 g/ha,12500.0,E,nan
QCL,237,5510,Production,558,1972,t,5000.0,E,nan
QCL,237,5312,Area harvested,558,1973,ha,4200.0,E,nan
QCL,237,5419,Yield,558,1973,100 g/ha,16667.0,E,nan
QCL,237,5510,Production,558,1973,t,7000.0,E,nan
QCL,237,5312,Area harvested,558,1974,ha,4500.0,E,nan
QCL,237,5419,Yield,558,1974,100 g/ha,20000.0,E,nan
QCL,237,5510,Production,558,1974,t,9000.0,E,nan
QCL,237,5312,Area harvested,558,1975,ha,5000.0,E,nan
QCL,237,5419,Yield,558,1975,100 g/ha,22000.0,E,nan
QCL,237,5510,Production,558,1975,t,11000.0,E,nan
QCL,237,5312,Area harvested,558,1976,ha,5500.0,E,nan
QCL,237,5419,Yield,558,1976,100 g/ha,27273.0,E,nan
QCL,237,5510,Production,558,1976,t,15000.0,E,nan
QCL,237,5312,Area harvested,558,1977,ha,6000.0,E,nan
QCL,237,5419,Yield,558,1977,100 g/ha,33333.0,E,nan
QCL,237,5510,Production,558,1977,t,20000.0,E,nan
QCL,237,5312,Area harvested,558,1978,ha,6500.0,E,nan
QCL,237,5419,Yield,558,1978,100 g/ha,46154.0,E,nan
QCL,237,5510,Production,558,1978,t,30000.0,E,nan
QCL,237,5312,Area harvested,558,1979,ha,6500.0,E,nan
QCL,237,5419,Yield,558,1979,100 g/ha,61538.0,E,nan
QCL,237,5510,Production,558,1979,t,40000.0,E,nan
QCL,237,5312,Area harvested,558,1980,ha,7000.0,E,nan
QCL,237,5419,Yield,558,1980,100 g/ha,64286.0,E,nan
QCL,237,5510,Production,558,1980,t,45000.0,E,nan
QCL,237,5312,Area harvested,558,1981,ha,6000.0,E,nan
QCL,237,5419,Yield,558,1981,100 g/ha,91667.0,E,nan
QCL,237,5510,Production,558,1981,t,55000.0,E,nan
QCL,237,5312,Area harvested,558,1982,ha,9000.0,E,nan
QCL,237,5419,Yield,558,1982,100 g/ha,66667.0,E,nan
QCL,237,5510,Production,558,1982,t,60000.0,E,nan
